SK_ID_CURR,AE_SEQ_SCORE,AE_SEQ_FLAG
330879,0.28611803,0
429020,0.8541863,0
120959,0.056948997,0
162786,0.40969786,0
161365,0.04500262,0
332438,0.0034837693,0
144820,0.0021578653,0
136444,0.44039753,0
279783,0.09340615,0
194514,0.92428756,0
370268,0.0019356321,0
114772,0.11801247,0
102029,0.16303015,0
195945,0.0021578653,0
206948,0.003851515,0
265577,0.37099668,0
178732,0.004045413,0
413284,0.035267495,0
190803,0.0030136197,0
295191,0.012348765,0
410544,0.0028874476,0
174368,0.14612992,0
354676,0.0032039618,0
310648,0.0021578653,0
251192,0.7136158,0
325165,0.027478138,0
432369,0.10358167,0
332335,0.0017623946,0
346936,0.03909896,0
322566,0.0021888171,0
111905,0.387277,0
214481,0.06575142,0
394557,0.0061593005,0
266045,0.01143113,0
445566,0.008390335,0
248148,0.0021578653,0
233719,0.04928299,0
136943,0.01427443,0
428838,0.013663408,0
445601,0.03480874,0
111524,0.00487125,0
289475,0.047602553,0
109639,0.059613816,0
382122,0.003485884,0
424756,0.37996203,0
405036,0.0021578653,0
272557,0.009416272,0
203098,0.00267553,0
400093,0.18614222,0
372436,0.0033509345,0
416302,0.008292212,0
214142,0.03790209,0
252727,0.0106658535,0
349015,0.0028791213,0
127177,0.0037349584,0
218545,0.18021132,0
402569,0.0419474,0
284688,0.07467092,0
414943,0.12041385,0
221352,0.04479676,0
362044,0.0021578653,0
422690,0.0021835198,0
235291,1.3154747,0
360320,0.008997803,0
305324,0.0047257305,0
296060,0.00692568,0
453836,0.003864759,0
261814,0.16773349,0
407873,0.14895329,0
285360,1.3701766,0
152039,0.0017461,0
374550,0.48792374,0
326438,0.0058654794,0
134144,0.0018471718,0
123809,0.07707079,0
286143,0.0021578653,0
205601,0.0021578653,0
148769,0.29124203,0
399078,0.012217696,0
113151,0.022037955,0
114794,0.0044143666,0
431352,0.004791226,0
286192,0.01263886,0
332125,0.032796778,0
358405,0.0045849765,0
116529,1.0414621,0
372850,0.90085626,0
396039,0.106353864,0
333536,0.102867775,0
260384,0.03751089,0
425178,0.09912831,0
165069,0.0018616258,0
361839,0.5027721,0
348995,0.1677898,0
452974,0.0019254595,0
226563,0.0038244068,0
236483,0.4758862,0
316382,2.7951381,0
453287,0.0048892857,0
405444,0.0030514786,0
128830,0.6605579,0
372019,0.0040170145,0
127993,0.13316861,0
334594,0.0021578653,0
331182,0.0067956946,0
379974,0.09530824,0
395900,0.12224555,0
107224,0.4964274,0
427045,0.110839434,0
390285,0.010723533,0
239013,0.0021888164,0
309195,0.0018471718,0
108929,0.644899,0
200039,0.0021578653,0
291956,0.0070304773,0
302739,0.0021578653,0
303266,0.0021578653,0
293597,0.30236104,0
436367,0.0033958831,0
215601,0.0041417205,0
261002,0.529869,0
365858,0.8298531,0
337106,0.7198017,0
450633,0.096786544,0
121018,0.31610584,0
242575,12.966233,1
113907,0.26947004,0
380757,0.88884854,0
260010,1.5394065,0
239769,1.7128743,0
216074,0.50065744,0
246267,0.23644139,0
235032,1.6404488,0
104607,1.5241058,0
401158,0.05324431,0
286797,22.598627,1
391533,0.27561748,0
121066,0.37999794,0
348429,54.767933,1
353962,0.11889003,0
403349,0.3785811,0
200416,0.23379403,0
167055,4.8260098,0
281019,2.3920858,0
297636,0.54114234,0
331519,0.0099555515,0
169489,1.1258291,0
334706,0.17913723,0
370426,0.3945277,0
371303,0.051195454,0
218296,0.5153503,0
387219,1.1677551,0
302794,0.26236665,0
393333,0.9411611,0
377159,2.6360662,0
255002,3.848523,0
315302,0.43579572,0
132089,4.330918,0
151682,0.85504806,0
136792,2.9320765,0
320279,0.2543054,0
316015,5.6732593,1
357227,3.300988,0
363382,0.22910045,0
228001,0.12916756,0
301437,1.1619154,0
340371,3.269424,0
181444,0.43121848,0
189339,14.825391,1
320709,3.8978791,0
163738,0.50377655,0
337709,0.028825518,0
321838,2.7442598,0
307605,0.2073138,0
152369,0.37261498,0
152374,0.5646104,0
448518,0.16442986,0
306267,1.3770624,0
102465,1.4988772,0
203561,4.522162,0
397815,0.2543801,0
455226,0.6535441,0
166000,2.0323825,0
311786,1.2486451,0
343859,5.0546765,1
446862,0.5297535,0
130276,0.24572769,0
228495,2.6009102,0
429139,0.28479722,0
201351,0.48326227,0
361477,8.66603,1
424733,18.027472,1
417386,1.5007566,0
261835,1.0608553,0
389398,2.383476,0
165075,0.07987074,0
309130,0.08238075,0
215727,0.502471,0
312252,0.14337407,0
280060,1.6033559,0
257532,2.7963843,0
260219,2.1622386,0
177421,2.3862464,0
454534,2.7177415,0
170565,0.14131981,0
104355,0.09903466,0
296774,1.4684864,0
383193,2.1985621,0
302616,0.17873329,0
225015,2.330392,0
322290,0.055499244,0
145601,0.08190666,0
438574,1.1290557,0
375495,1.3782185,0
250314,0.34487012,0
450308,0.23622277,0
157191,0.9651421,0
291656,0.55487275,0
214176,1.3042618,0
211981,0.31341177,0
426766,0.054785598,0
208720,0.03951722,0
101399,0.4811231,0
165175,7.3566914,1
115478,0.47153726,0
277284,15.142913,1
224055,0.53303164,0
290240,0.72117037,0
165698,0.047169197,0
150035,1.6843506,0
416865,0.00555359,0
368477,0.8152095,0
423117,18.846659,1
239008,0.07479396,0
224437,0.61234194,0
154340,0.43503252,0
241654,1.8280342,0
172542,1.4441197,0
220271,0.32103118,0
299010,0.59564745,0
164280,0.052236613,0
290527,0.16072707,0
243700,2.5244806,0
138167,0.09157785,0
257275,1.1383412,0
452001,1.9302268,0
371295,0.11390985,0
115288,0.09395728,0
120486,0.2736033,0
361402,1.3840175,0
297726,1.4178451,0
453290,0.34008667,0
382814,0.5639156,0
152619,0.65674865,0
366071,0.9388007,0
395350,0.40694237,0
113644,1.0822606,0
300163,0.21373107,0
299345,0.56385297,0
157501,2.301561,0
288853,0.30818203,0
386753,2.4671834,0
356429,2.950573,0
410812,0.71731794,0
431034,0.12635812,0
332544,7.7874203,1
383414,0.13613303,0
419506,1.202934,0
339080,0.9569978,0
449090,0.64667106,0
115331,0.08645157,0
304715,2.7373292,0
376352,0.07008381,0
339863,0.95448595,0
352307,2.7671347,0
402158,0.81499237,0
118801,0.6647741,0
268249,3.8047934,0
205358,1.0696111,0
268502,0.3454499,0
366952,1.990569,0
193507,2.0157368,0
357521,0.06347119,0
188969,0.6912191,0
310038,0.9041236,0
104523,0.14592229,0
371521,0.5508144,0
379648,0.04389287,0
389573,3.9490197,0
311676,0.4722119,0
249347,1.7199626,0
323923,0.8196814,0
439552,4.2358394,0
423887,0.954064,0
391519,0.5528826,0
131128,3.9250708,0
199838,2.5501068,0
174136,0.3462976,0
221950,10.009044,1
228383,0.6488327,0
213868,0.34428802,0
277221,0.1986409,0
186874,0.03972535,0
257131,5.3831415,1
294693,0.4452817,0
184362,1.8712407,0
399174,0.31615877,0
193240,1.301637,0
121820,12.687254,1
405591,0.25650293,0
367215,0.21674636,0
390389,0.163947,0
254608,0.52301335,0
279629,1.1710103,0
250169,0.2849087,0
103731,0.8708217,0
234025,0.44206038,0
211190,0.2876321,0
277081,0.28948843,0
401198,1.1397933,0
455296,0.21303384,0
342886,0.4604812,0
340827,1.8676305,0
381036,0.7177457,0
207482,0.7602065,0
155992,0.32385215,0
122986,1.7785618,0
319472,3.2506897,0
378449,2.2421792,0
147939,4.231477,0
254711,0.85680544,0
431383,0.04640435,0
177172,1.2669828,0
259943,2.3013659,0
434122,1.6164501,0
121110,1.4916993,0
125374,2.2088459,0
104356,0.9401327,0
197316,11.704841,1
175756,0.28369206,0
452834,1.4149503,0
173008,0.7330322,0
136875,0.67191774,0
275729,0.16429755,0
342210,0.517473,0
289814,0.16538887,0
353213,1.9379565,0
331772,1.4483011,0
391675,0.11888099,0
315629,0.18162757,0
199687,13.869076,1
116573,0.10268658,0
338262,1.3578985,0
382782,3.0276964,0
175832,2.2990692,0
418019,1.2152156,0
440919,0.5759893,0
161104,0.3697266,0
419066,0.27722248,0
319560,0.19095269,0
219673,0.21331595,0
382456,2.6109884,0
259833,0.33903494,0
432889,3.4786391,0
422202,0.09130534,0
259919,0.16177289,0
213529,0.8018394,0
174314,3.1139338,0
379461,0.7581988,0
257216,1.5047303,0
313203,0.5201471,0
264397,3.1640217,0
328213,4.895119,0
379843,0.5941495,0
417687,0.5232766,0
313023,0.32880017,0
404942,1.0391327,0
131528,0.8686951,0
107619,0.4003195,0
417537,0.21222678,0
202811,0.719599,0
172686,3.2488818,0
382654,0.31488615,0
323436,0.32902303,0
447538,0.31009233,0
237731,0.18968065,0
430559,0.086616896,0
332670,0.18198067,0
266731,0.7011427,0
209091,0.082442075,0
432618,4.552948,0
293130,0.1316719,0
343921,0.03656635,0
238108,3.222041,0
327746,0.765256,0
441156,1.5949403,0
188986,9.633285,1
193626,0.52099955,0
405767,0.28028652,0
198640,0.06625093,0
278066,0.35208005,0
253513,0.24978969,0
363726,1.4426142,0
380820,0.099633604,0
322689,0.501357,0
221250,0.5482151,0
229821,1.5278467,0
305923,2.005463,0
201096,3.4451432,0
274068,0.79125404,0
443352,1.4318078,0
429851,12.076957,1
297155,0.66331685,0
224291,4.0960016,0
454299,0.985988,0
159865,5.8645616,1
442187,1.485203,0
110429,0.45611683,0
108665,0.43841514,0
241398,0.08552405,0
113213,0.44244868,0
333424,1.0932829,0
383378,0.6075912,0
133053,2.2023072,0
353442,0.15289034,0
119558,0.6487218,0
305460,0.14772572,0
155718,0.81411487,0
305736,0.8889824,0
306256,1.9577304,0
151865,0.52380174,0
258259,4.567982,0
374474,0.15112655,0
420270,0.40926164,0
166805,3.6719046,0
382147,2.1625721,0
270487,0.05113601,0
312809,1.1962235,0
278693,0.02960459,0
141274,0.48284066,0
215236,1.252268,0
117480,0.004575001,0
201985,0.008567931,0
297585,0.11487181,0
146386,0.61820054,0
236677,0.11974457,0
112731,0.27019933,0
308385,0.00505809,0
104980,1.2613657,0
286539,0.0024889153,0
165868,0.13238081,0
338530,0.009401538,0
376320,0.2721672,0
453036,0.24038868,0
205032,0.014244378,0
309125,0.004312381,0
449543,0.024488611,0
344228,0.011239952,0
232927,0.0017623946,0
391417,0.005590246,0
419633,0.040456615,0
249780,0.0021578653,0
150587,0.0021578653,0
333378,0.010962439,0
186863,0.012531149,0
163507,0.013215255,0
124725,0.007263417,0
228737,0.18694827,0
374991,0.004097091,0
356493,1.7163881,0
129611,0.0034520952,0
302428,0.0021578653,0
362491,0.30334416,0
101827,0.005989079,0
351326,0.22208509,0
430771,0.83019185,0
421933,0.0030431685,0
207435,0.01424438,0
400856,0.48127952,0
353228,0.019950772,0
396381,0.002158205,0
356593,0.9751874,0
227716,0.18507579,0
368517,0.059248142,0
300612,0.004575001,0
317079,0.0018471718,0
200362,14.856061,1
232896,1.2729443,0
439188,0.04435815,0
201393,0.80357677,0
102219,0.1661331,0
320898,0.012217696,0
387865,2.9302232,0
346101,0.1465485,0
419149,0.002165875,0
341494,0.3712601,0
281439,0.0018471718,0
238540,0.9783595,0
133244,0.46391338,0
439047,0.1843937,0
241025,0.13402271,0
420019,1.7672104,0
102415,0.5103558,0
352234,0.022107111,0
130045,0.11828392,0
241284,0.02639405,0
126553,0.0048400206,0
305545,0.12188896,0
127259,5.2094035,1
454321,0.0021578653,0
202648,0.00431238,0
287795,3.2271662,0
299066,0.016308466,0
343074,2.0529373,0
173127,0.011563992,0
419217,0.9149086,0
424174,0.04479676,0
228304,0.25215733,0
181509,0.49981827,0
231745,0.14321882,0
252603,8.391165,1
263339,1.3857522,0
417747,1.738158,0
184133,0.021777578,0
438040,0.1373899,0
381275,0.13366565,0
172289,0.13677494,0
310216,0.9860645,0
266281,0.08240272,0
152306,0.009976801,0
314366,0.082003266,0
407558,0.027478138,0
102217,0.97232574,0
337064,0.01855905,0
452802,3.699125,0
371084,0.35885817,0
209234,0.0048934915,0
134549,0.6221319,0
315067,0.9795789,0
303142,0.28013453,0
245920,0.004601498,0
421668,0.004019359,0
287061,0.047960903,0
271933,0.02947741,0
212958,0.13792679,0
378279,0.1563266,0
244956,0.47906664,0
218756,0.011429409,0
278692,0.18715636,0
199057,0.14173657,0
145672,0.07197144,0
360464,1.5495813,0
145648,0.03631075,0
446676,0.018216196,0
438914,0.1878868,0
322828,0.007282542,0
409326,1.3283327,0
143013,0.46509787,0
170126,0.009534341,0
371349,0.007897207,0
312568,0.0032075455,0
305539,0.27436796,0
272938,1.3202789,0
451004,3.5618927,0
427737,0.23421328,0
175959,0.036644943,0
141958,0.010997038,0
375907,0.39749807,0
264350,0.49628884,0
244177,0.0881783,0
299011,0.0797066,0
325335,0.07412868,0
195187,1.6127326,0
305798,0.094654344,0
255772,0.0037918952,0
253177,0.07880876,0
379102,0.14471947,0
315669,0.040968403,0
185730,0.22418602,0
347252,1.9015826,0
420219,0.109309934,0
230430,0.28977993,0
379299,0.20440152,0
357210,0.06787713,0
384627,0.9616568,0
119905,0.07737217,0
321942,0.13526987,0
236066,0.056502853,0
205995,0.23767342,0
430818,0.033797793,0
405844,0.1756936,0
231075,0.034253694,0
267679,0.13508306,0
398348,2.3573177,0
126672,0.12337715,0
359262,0.003398014,0
324594,0.012851181,0
291738,0.08678575,0
279922,0.3359834,0
448893,0.101661675,0
255998,0.41328868,0
362601,0.09859667,0
396632,0.0021578653,0
379452,0.0021578653,0
310842,0.06726912,0
310598,0.06611563,0
133404,0.26255795,0
252622,1.2013363,0
385829,0.0039045985,0
377051,0.059892025,0
416484,0.06572075,0
243986,0.022838378,0
412432,0.34955752,0
388494,0.014405698,0
239031,0.85753906,0
197448,4.51592,0
190611,0.021440748,0
439795,0.03178119,0
203440,0.065539345,0
209045,0.028573086,0
210664,0.0017756018,0
318261,0.015049654,0
173335,0.18520793,0
232232,0.02366156,0
443894,0.027962375,0
415515,0.3186903,0
352445,0.029481476,0
351865,0.016853606,0
251971,0.04313826,0
328259,0.9364421,0
247288,0.18212423,0
344579,0.0021578653,0
100662,0.028771007,0
298900,1.0130546,0
431110,0.061257817,0
135054,0.34278077,0
186526,0.33839265,0
418549,0.076533556,0
353419,0.0064761764,0
233879,0.059612975,0
379324,0.096767694,0
282375,0.0038490205,0
367292,0.007545497,0
264015,0.045644537,0
158172,0.014053822,0
346448,0.5771942,0
133601,0.31776917,0
269175,0.07514055,0
449581,0.027709719,0
150552,0.0021578653,0
369264,3.20593,0
377223,0.029685508,0
338629,0.009976801,0
148877,0.014776603,0
202613,0.0057115867,0
422457,0.0021578653,0
276184,0.03194356,0
151702,0.02521175,0
309237,0.0040170145,0
421505,1.0822994,0
174747,0.2473834,0
285432,0.010665888,0
343226,1.7225391,0
187138,3.2620733,0
396302,0.054291222,0
207198,0.6383728,0
244530,0.008039494,0
388108,0.30248755,0
292560,1.4265469,0
172169,0.006218193,0
229125,0.19375062,0
441604,0.0033509345,0
165783,1.5996329,0
256116,0.0045954646,0
209195,0.040393647,0
374102,0.075572476,0
313299,4.8794465,0
315849,0.12497565,0
231483,0.0044674375,0
226388,0.020702085,0
157065,0.3013138,0
210762,0.3797098,0
410746,1.3688792,0
152150,0.11265902,0
239892,0.36581382,0
450835,0.68979204,0
445560,0.6063138,0
363108,0.28344047,0
227917,0.0064537227,0
145787,6.0252423,1
141618,0.11847094,0
233318,0.13815895,0
345478,0.0021578653,0
146311,0.28104264,0
410959,3.1319337,0
335411,0.2639063,0
172657,0.11992529,0
233845,1.1407312,0
405803,0.4294241,0
431484,0.072517425,0
220658,0.12340177,0
310794,0.006218193,0
341447,0.008066888,0
245661,0.054026604,0
327904,1.2238446,0
444315,0.09782299,0
184474,0.24365248,0
376901,0.0475591,0
312966,0.008423214,0
118858,0.0017256686,0
135759,0.04479676,0
261007,0.08570052,0
359242,0.007774134,0
158802,0.0018709179,0
258713,0.03049556,0
357165,0.008805299,0
126398,0.010095714,0
251096,0.0030247695,0
388658,0.16437466,0
139108,0.038530335,0
391671,0.01601733,0
402295,3.9076972,0
312870,0.6385817,0
275059,0.008292074,0
428187,0.014185378,0
285272,0.015383004,0
143047,0.39099884,0
407280,0.088772886,0
443806,0.08932104,0
351653,0.0017256686,0
447600,0.30967,0
335936,0.0065346803,0
393796,0.071057945,0
284743,0.0021578653,0
453491,0.107191995,0
132969,0.17454402,0
207892,0.24483018,0
147318,0.07037813,0
424362,0.44711253,0
373839,0.012328346,0
287928,0.0853992,0
333710,0.01406947,0
292816,0.061254006,0
201566,0.4473302,0
451536,0.11338809,0
319295,0.03215222,0
223877,0.057830546,0
178117,0.00965327,0
442290,0.055409607,0
129367,0.0021578653,0
380628,0.0017256686,0
390231,0.29744968,0
154402,0.13643967,0
132347,0.0048400206,0
135782,0.13353702,0
227251,0.004258718,0
399710,0.05828651,0
141480,1.2831131,0
151581,13.751446,1
321410,1.7077979,0
455348,0.0035964479,0
119362,0.10495739,0
435953,0.0031172473,0
208633,0.0021835202,0
185635,0.006592051,0
365166,0.98383355,0
423714,0.61882126,0
336861,0.006903069,0
109950,0.002668231,0
146689,0.05259935,0
217694,0.88640314,0
131867,0.5276784,0
372891,2.6612248,0
177939,0.013350715,0
438382,0.058807235,0
172833,0.0048400206,0
352754,0.5519344,0
283900,0.004052706,0
142848,0.2021044,0
271455,0.008382792,0
151138,0.035331354,0
364065,0.0040170145,0
124032,0.36254832,0
100218,0.87492245,0
396795,0.013179917,0
409431,0.0061583235,0
347985,3.9227393,0
113695,0.0021578653,0
201109,0.014053822,0
182448,0.0016836678,0
224919,0.05901251,0
318284,0.009200134,0
259867,0.004660319,0
346347,3.524112,0
231724,0.23771355,0
405509,0.029380782,0
385145,0.036713134,0
232566,0.041071974,0
168054,0.0785142,0
167954,0.0062735635,0
253950,0.0021578653,0
330243,0.027478138,0
365580,0.0021578653,0
248515,1.123987,0
203374,0.008039494,0
293188,0.004261842,0
243237,0.01743282,0
131403,0.0021888164,0
282836,0.0056900443,0
155019,0.0021579994,0
146502,0.006857917,0
179339,0.8795005,0
177000,0.0058401884,0
257157,0.010136915,0
369843,0.236471,0
339011,0.0048841704,0
352403,0.006218193,0
322946,0.009017706,0
189564,0.004575001,0
207764,0.2641252,0
334727,0.0021578653,0
413292,0.45513064,0
362352,0.024994915,0
413708,0.007152125,0
254014,0.009416272,0
237244,2.5931814,0
421222,0.0034520952,0
398218,0.0021578653,0
448280,0.025749696,0
179675,0.0021578653,0
159457,0.0028791216,0
376241,0.0121256905,0
268827,0.0084500015,0
396984,0.0120957075,0
253871,0.005028199,0
363902,0.0039393073,0
295294,0.025695235,0
318137,0.35824448,0
349472,0.0021578653,0
365147,0.0037128106,0
380342,0.0021888164,0
150545,0.0021578653,0
385705,0.07575744,0
152736,0.0018471718,0
101295,0.011739196,0
341338,0.0053236377,0
421991,0.0018153319,0
210886,0.006476177,0
116625,0.13856107,0
279549,0.03179349,0
411552,0.07960363,0
409741,0.0034837693,0
189796,0.17617495,0
100422,0.32157162,0
422917,0.02829006,0
331021,0.0020655834,0
119438,0.0027389468,0
147683,1.1453736,0
372706,0.0028287456,0
430557,0.0021578653,0
339682,0.26301014,0
280794,0.0038593574,0
355676,0.016129365,0
158945,0.006588327,0
291289,0.18530527,0
270685,0.014087692,0
259130,0.12188896,0
209976,0.0017756018,0
275194,0.0021578653,0
404631,0.0021578653,0
121909,0.0021578653,0
117170,0.0041498863,0
101962,0.004258718,0
300249,0.0038679556,0
191672,0.010962439,0
193496,0.004203295,0
349410,0.0038476847,0
122134,0.010652706,0
449413,0.0042233164,0
421158,0.0031344912,0
126549,0.012687299,0
278798,0.008997803,0
103146,0.007544906,0
320034,0.007608065,0
358557,0.43719754,0
287981,0.07020009,0
378903,0.0018709179,0
301177,0.0021578653,0
363287,0.0035669059,0
438948,0.08847109,0
106059,0.0047257305,0
136412,0.021419637,0
314770,0.0048400206,0
428185,0.19732802,0
119843,0.0021578653,0
176230,0.0021578653,0
383883,0.002028022,0
223148,0.0021578653,0
268464,0.0070304773,0
143209,0.0016836678,0
424020,0.0048400206,0
136717,0.0023392886,0
319972,0.0047257305,0
344059,0.056001145,0
441778,0.008518757,0
121615,0.006218193,0
419817,0.0021578653,0
111526,0.0021578653,0
145623,0.04479676,0
269250,0.80794245,0
391449,0.0039352733,0
240478,0.023484807,0
122398,0.032101974,0
387884,0.02509689,0
384242,0.005476615,0
367545,0.7092919,0
312028,0.008811074,0
357177,0.0021578653,0
103232,0.0042000134,0
244615,0.056001145,0
243314,0.009830293,0
451863,0.005367404,0
254295,0.0050046057,0
110743,0.35658997,0
136941,0.0021578653,0
217868,0.0046911985,0
388070,0.005476615,0
427165,0.0034781634,0
438550,0.0021888164,0
376085,0.0018471718,0
394502,0.0021578653,0
277131,0.23456493,0
157161,0.0019455929,0
109297,0.004414981,0
363329,0.02015015,0
274805,0.0032461465,0
160324,0.0021578653,0
321149,0.10917166,0
245696,0.018341003,0
199068,0.010043603,0
360828,0.004691199,0
343259,0.12857951,0
336344,0.025640529,0
304628,0.32524082,0
175371,0.044487517,0
287732,0.0066899857,0
416780,0.0048400206,0
124195,0.0048938612,0
257788,0.020260679,0
121851,0.0032461465,0
126179,0.0017256686,0
257307,0.004660319,0
301214,1.1810219,0
270996,0.005537416,0
111734,0.0021578653,0
327449,0.0027432968,0
100722,0.0021578653,0
216857,0.004007376,0
378051,0.036621016,0
381755,0.022415843,0
108772,0.0037521864,0
417728,0.059927084,0
170973,0.0018471718,0
235673,0.0018471718,0
422056,0.36231175,0
351144,0.24728921,0
403772,0.005606584,0
121411,0.0024060414,0
274511,0.07492649,0
319873,0.0030746474,0
242745,0.0043760757,0
361944,0.0018471718,0
113240,0.014671219,0
378426,0.021924356,0
256344,0.040168066,0
298943,0.0029733707,0
130708,0.0288334,0
423580,0.004258718,0
376796,0.0055716843,0
307045,0.005880657,0
135002,0.49770993,0
167150,4.960338,1
219823,0.04283186,0
430346,0.009031669,0
189207,0.0077731777,0
424742,0.0070304773,0
388996,0.0026782458,0
429224,0.003551096,0
144912,0.0651849,0
155919,0.31059805,0
338531,0.020137336,0
220429,0.009738343,0
337830,0.0020454924,0
265537,0.016177883,0
300211,0.0077753076,0
156136,0.0028791213,0
436262,0.0068304357,0
426372,0.0045509497,0
218300,0.02145791,0
402810,0.0020655834,0
434619,0.005028812,0
165253,0.005446783,0
379503,0.0032221577,0
250632,0.006459668,0
186731,0.029145319,0
319515,0.002577829,0
355327,0.0034520952,0
168081,0.07960363,0
178227,0.012381365,0
274707,0.3603165,0
407310,0.08034242,0
241198,0.045990966,0
114121,0.0042913416,0
259613,0.0021714638,0
147561,0.0021578653,0
241256,0.0021578653,0
113870,0.0021578653,0
445729,0.0024153471,0
339993,0.004258718,0
158560,0.0078124255,0
108237,0.031835552,0
373090,0.6996051,0
403378,0.32609317,0
304378,0.003551096,0
285682,0.048784908,0
378886,0.008039494,0
305578,0.006459668,0
306896,0.069373585,0
181554,0.0021578653,0
144816,0.071057945,0
341659,0.0021578653,0
140552,0.005369593,0
162704,0.0021578653,0
248889,0.00597012,0
245025,0.0021578653,0
214595,0.002668231,0
442349,0.11539573,0
196868,0.0058084866,0
375367,0.0021578653,0
325078,0.0037128106,0
404172,0.0021663557,0
428858,1.1766909,0
308782,0.002174071,0
228220,0.0061593005,0
146473,0.0021578653,0
419174,0.0038263637,0
405410,0.0034837693,0
235297,0.007263417,0
354580,0.017499344,0
261958,0.047674652,0
338824,0.0021578653,0
304131,0.92381036,0
110219,0.020629926,0
288181,0.2319725,0
401707,0.0017623949,0
368082,0.041987237,0
